Country,NUTS1_ID,NUTS2_ID,NUTS2_name,Fund,Year,Programming_Period,EU_Payment_annual,Modelled_annual_expenditure,Standard_Deviation_of_annual_expenditure,Standard_Error_of_modelled_annual_expenditure
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ERDF,2016,2007-2013,236430,129264,9911,314
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2000,2000-2006,4916024,5555509,83992,2657
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2001,2000-2006,2007298,3948193,254925,8065
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2002,2000-2006,8099632,6786035,172533,5459
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2003,2000-2006,3976342,2845498,148529,4699
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2004,2000-2006,426703,4876616,584469,18492
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2005,2000-2006,14394665,16305589,250988,7941
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2006,2000-2006,20392921,18503815,250988,7941
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2007,2000-2006,13656598,11306244,463147,14653
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2008,2000-2006,6994071,4849931,281728,8913
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2009,2000-2006,0,242076,14865,470
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2011,2000-2006,355253,0,0,0
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2007,2007-2013,1717697,2696297,107212,3392
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2008,2007-2013,2576546,6334934,411755,13027
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2009,2007-2013,12471967,13418915,103744,3282
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2010,2007-2013,14965177,11626849,365735,11571
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2011,2007-2013,6175729,9492351,363357,11496
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2012,2007-2013,14908029,9776980,363357,11496
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2013,2007-2013,0,3884277,1001353,31681
UK,UKJ,UKJ4,Kent,EAFRD,2004,2000-2006,387226,373194,32858,1040
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2014,2007-2013,8117567,10012253,1038403,32854
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2015,2007-2013,14737689,10648730,608223,19243
UK,UKJ,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",ESF,2016,2007-2013,5848137,3626951,243345,7699
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1993,1989-1993,0,15459,2505,79
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1994,1989-1993,56254,40795,2505,79
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1995,1989-1993,0,100,142,4
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1996,1989-1993,0,418,316,10
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1997,1989-1993,0,1551,473,15
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1998,1989-1993,0,5459,335,11
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1999,1989-1993,7528,0,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1994,1994-1999,61179,64331,312,10
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1995,1994-1999,7728,4576,312,10
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1996,1994-1999,0,14973,1480,47
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1997,1994-1999,36707,21734,1480,47
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1998,1994-1999,0,271770,32421,1026
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,1999,1994-1999,640891,488040,23405,741
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2000,1994-1999,291531,172612,11756,372
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2000,2000-2006,0,77366,7670,243
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2001,2000-2006,184703,107337,7670,243
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2002,2000-2006,0,54256,5379,170
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2003,2000-2006,129530,290356,15944,504
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2004,2000-2006,513486,493087,42227,1336
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2005,2000-2006,416501,473062,32373,1024
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2006,2000-2006,514541,471770,32373,1024
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2007,2000-2006,401480,361714,33442,1058
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2008,2000-2006,390708,236994,15465,489
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2009,2000-2006,0,20800,1486,47
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2010,2000-2006,35792,0,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2006,2007-2013,1923220,1923220,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2007,2007-2013,11798049,18833450,715774,22646
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2008,2007-2013,17766242,17374405,39865,1261
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2009,2007-2013,16776751,20164780,344695,10906
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2010,2007-2013,25332418,28169369,288628,9132
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2011,2007-2013,32496468,33158034,67307,2130
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2012,2007-2013,34167096,36202886,67307,2130
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2013,2007-2013,36755160,33642209,1638142,51829
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2014,2007-2013,30679028,19911854,1146019,36258
UK,UKJ,UKJ2,"Surrey, East and West Sussex",EAFRD,2015,2007-2013,4257022,2571249,171509,5426
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1989,1989-1993,0,45559,4428,140
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1990,1989-1993,108530,63079,4417,140
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1991,1989-1993,256,513176,49849,1577
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1992,1989-1993,1222137,859305,35263,1116
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1993,1989-1993,357796,979098,62345,1973
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1994,1989-1993,1821153,1146171,66626,2108
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1995,1989-1993,213817,143983,13378,423
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1996,1989-1993,16292,58551,12061,382
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1997,1989-1993,81275,113443,18370,581
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1998,1989-1993,161861,139753,9826,311
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2002,1989-1993,60593,0,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2006,1989-1993,18408,0,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1994,1994-1999,173848,473457,26036,824
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1995,1994-1999,630744,599868,2683,85
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1996,1994-1999,565744,1379129,70684,2236
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1997,1994-1999,2278101,1503083,144460,4571
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1998,1994-1999,516746,1065398,101736,3219
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,1999,1994-1999,1633821,1154195,88922,2813
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2000,1994-1999,445553,642293,85724,2712
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2001,1994-1999,671111,848761,138182,4372
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2002,1994-1999,680152,829488,65221,2063
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2003,1994-1999,97380,0,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2004,1994-1999,643414,0,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2005,1994-1999,159058,0,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2000,2000-2006,0,252328,33562,1062
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2001,2000-2006,782328,631074,20118,637
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2002,2000-2006,313373,946086,84157,2663
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2003,2000-2006,2275062,2196206,10489,332
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2004,2000-2006,2030575,1744579,38040,1204
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2005,2000-2006,1143860,1388776,32576,1031
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2006,2000-2006,1903208,1815546,32576,1031
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2007,2000-2006,1442995,1426320,75736,2396
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2008,2000-2006,1528365,1083987,59906,1895
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2009,2000-2006,0,136813,8664,274
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2012,2000-2006,201949,0,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2007,2007-2013,118532,199122,7453,236
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2008,2007-2013,177798,170260,697,22
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2009,2007-2013,161168,293284,12218,387
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2010,2007-2013,452642,711746,23962,758
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2011,2007-2013,1024279,817975,46505,1471
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2012,2007-2013,522372,372507,46505,1471
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2013,2007-2013,0,466748,96934,3067
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2014,2007-2013,900750,1010973,131451,4159
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2015,2007-2013,1430610,852702,56734,1795
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ERDF,2016,2007-2013,236430,129264,9911,314
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2000,2000-2006,7338468,8293550,125433,3969
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2001,2000-2006,2997729,5894869,380488,12038
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2002,2000-2006,12091020,10130171,257523,8148
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2003,2000-2006,5936481,4248505,221686,7014
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2004,2000-2006,638411,7282812,872624,27609
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2005,2000-2006,21493274,24344304,374432,11847
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2006,2000-2006,30441835,27619839,374432,11847
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2007,2000-2006,20393109,16886391,712804,22552
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2008,2000-2006,10442173,7241398,422032,13353
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2009,2000-2006,0,362171,22240,704
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2011,2000-2006,531511,0,0,0
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2007,2007-2013,1660786,2607120,103658,3280
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2008,2007-2013,2491178,6125647,398107,12596
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2009,2007-2013,12058740,12974466,100305,3174
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2010,2007-2013,14469344,11241086,353612,11188
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2011,2007-2013,5971112,9178380,351313,11115
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2012,2007-2013,14414089,9465511,351313,11115
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2013,2007-2013,0,3693096,925415,29279
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2014,2007-2013,7848612,9709125,1021240,32311
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2015,2007-2013,14249393,10319353,584307,18487
UK,UKJ,UKJ2,"Surrey, East and West Sussex",ESF,2016,2007-2013,5661162,3510633,235561,7453
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1993,1989-1993,0,7358,1192,38
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1994,1989-1993,26774,19416,1192,38
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1995,1989-1993,0,46,67,2
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1996,1989-1993,0,200,150,5
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1997,1989-1993,0,738,224,7
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1998,1989-1993,0,2598,160,5
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1999,1989-1993,3583,0,0,0
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1994,1994-1999,36604,38490,186,6
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1995,1994-1999,4624,2738,186,6
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1996,1994-1999,0,8959,886,28
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1997,1994-1999,21962,13004,886,28
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1998,1994-1999,0,162314,18554,587
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,1999,1994-1999,383452,292289,13274,420
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2000,1994-1999,174426,103276,7033,223
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2000,2000-2006,0,42882,4251,135
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2001,2000-2006,102377,59495,4251,135
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2002,2000-2006,0,30073,2981,94
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2003,2000-2006,71795,160938,8837,280
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2004,2000-2006,284614,275532,25003,791
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2005,2000-2006,230857,262791,18702,592
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2006,2000-2006,285198,260891,18702,592
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2007,2000-2006,222532,198432,18510,586
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2008,2000-2006,216561,131210,8627,273
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2009,2000-2006,0,11529,824,26
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2010,2000-2006,19839,0,0,0
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2006,2007-2013,1128146,1128146,0,0
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2007,2007-2013,6920644,11047555,419868,13284
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2008,2007-2013,10421539,10191691,23385,740
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2009,2007-2013,9841111,11828502,202195,6397
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2010,2007-2013,14859799,16523932,169307,5357
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2011,2007-2013,19062174,19450244,39482,1249
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2012,2007-2013,20042152,21320130,39482,1249
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2013,2007-2013,21560290,19663517,1007584,31879
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2014,2007-2013,17996078,11667078,668474,21150
UK,UKJ,UKJ3,Hampshire and Isle of Wight,EAFRD,2015,2007-2013,2497136,1508275,100606,3183
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1989,1989-1993,0,31688,3080,97
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1990,1989-1993,75487,43874,3072,97
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1991,1989-1993,178,356937,34672,1097
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1992,1989-1993,850051,597685,24527,776
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1993,1989-1993,248863,681424,43758,1384
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1994,1989-1993,1266693,796746,46552,1473
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1995,1989-1993,148719,99766,9124,289
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1996,1989-1993,11332,40477,8375,265
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1997,1989-1993,56530,79581,13221,418
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1998,1989-1993,112581,97204,6835,216
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2002,1989-1993,42145,0,0,0
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2006,1989-1993,12804,0,0,0
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1994,1994-1999,121027,329605,18126,573
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1995,1994-1999,439103,417608,1868,59
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1996,1994-1999,393852,960103,49208,1557
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1997,1994-1999,1585937,1055556,108014,3417
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1998,1994-1999,359741,732451,68182,2157
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,1999,1994-1999,1137411,805860,63974,2024
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2000,1994-1999,310179,449119,60204,1905
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2001,1994-1999,467205,586637,93590,2961
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2002,1994-1999,473499,577462,45405,1437
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2003,1994-1999,67793,0,0,0
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2004,1994-1999,447923,0,0,0
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2005,1994-1999,110731,0,0,0
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2007,2007-2013,118532,199122,7453,236
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2008,2007-2013,177798,170260,697,22
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2009,2007-2013,161168,293284,12218,387
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2010,2007-2013,452642,711746,23962,758
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2011,2007-2013,1024279,817262,46227,1463
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2012,2007-2013,522372,377509,46227,1463
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2013,2007-2013,0,470140,97304,3079
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2014,2007-2013,900750,1004232,129601,4100
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2015,2007-2013,1430610,851762,56560,1789
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ERDF,2016,2007-2013,236430,129264,9911,314
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2000,2000-2006,7732189,8737116,132012,4177
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2001,2000-2006,3154779,6207820,401061,12689
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2002,2000-2006,12739221,10673043,271422,8587
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2003,2000-2006,6252846,4473994,233678,7393
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2004,2000-2006,668477,7664354,919009,29076
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2005,2000-2006,22630703,25639131,395200,12504
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2006,2000-2006,32075091,29091653,395200,12504
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2007,2000-2006,21466888,17781315,693208,21932
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2008,2000-2006,10997574,7626624,443532,14033
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2009,2000-2006,0,379261,23289,737
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2011,2000-2006,556543,0,0,0
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2007,2007-2013,1265384,1986038,78982,2499
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2008,2007-2013,1898076,4665804,303338,9597
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2009,2007-2013,9187784,9885130,76428,2418
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2010,2007-2013,11024469,8566079,269435,8525
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2011,2007-2013,4549504,6991910,267683,8469
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2012,2007-2013,10982369,7169287,267683,8469
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2013,2007-2013,0,2837234,736545,23303
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2014,2007-2013,5980007,7410569,754783,23880
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2015,2007-2013,10856885,7863955,439379,13901
UK,UKJ,UKJ3,Hampshire and Isle of Wight,ESF,2016,2007-2013,4297155,2665628,178813,5657
UK,UKJ,UKJ4,Kent,EAFRD,1993,1989-1993,0,15922,2580,82
UK,UKJ,UKJ4,Kent,EAFRD,1994,1989-1993,57939,42017,2580,82
UK,UKJ,UKJ4,Kent,EAFRD,1995,1989-1993,0,101,145,5
UK,UKJ,UKJ4,Kent,EAFRD,1996,1989-1993,0,433,327,10
UK,UKJ,UKJ4,Kent,EAFRD,1997,1989-1993,0,1597,482,15
UK,UKJ,UKJ4,Kent,EAFRD,1998,1989-1993,0,5623,345,11
UK,UKJ,UKJ4,Kent,EAFRD,1999,1989-1993,7754,0,0,0
UK,UKJ,UKJ4,Kent,EAFRD,1994,1994-1999,68376,71900,348,11
UK,UKJ,UKJ4,Kent,EAFRD,1995,1994-1999,8637,5114,348,11
UK,UKJ,UKJ4,Kent,EAFRD,1996,1994-1999,0,16735,1654,52
UK,UKJ,UKJ4,Kent,EAFRD,1997,1994-1999,41026,24291,1654,52
UK,UKJ,UKJ4,Kent,EAFRD,1998,1994-1999,0,302994,35155,1112
UK,UKJ,UKJ4,Kent,EAFRD,1999,1994-1999,716293,546209,25155,796
UK,UKJ,UKJ4,Kent,EAFRD,2000,1994-1999,325831,192920,13139,416
UK,UKJ,UKJ4,Kent,EAFRD,2000,2000-2006,0,58342,5784,183
UK,UKJ,UKJ4,Kent,EAFRD,2001,2000-2006,139287,80944,5784,183
UK,UKJ,UKJ4,Kent,EAFRD,2002,2000-2006,0,40915,4056,128
UK,UKJ,UKJ4,Kent,EAFRD,2005,2000-2006,314088,355636,23558,745
UK,UKJ,UKJ4,Kent,EAFRD,2006,2000-2006,388021,356455,23558,745
UK,UKJ,UKJ4,Kent,EAFRD,2007,2000-2006,302761,271878,25011,791
UK,UKJ,UKJ4,Kent,EAFRD,2008,2000-2006,294637,178680,11642,368
UK,UKJ,UKJ4,Kent,EAFRD,2009,2000-2006,0,15686,1121,35
UK,UKJ,UKJ4,Kent,EAFRD,2010,2000-2006,26991,0,0,0
UK,UKJ,UKJ4,Kent,EAFRD,2006,2007-2013,977726,977726,0,0
UK,UKJ,UKJ4,Kent,EAFRD,2007,2007-2013,5997891,9574548,363885,11513
UK,UKJ,UKJ4,Kent,EAFRD,2008,2007-2013,9032001,8832799,20267,641
UK,UKJ,UKJ4,Kent,EAFRD,2009,2007-2013,8528963,10251369,175236,5544
UK,UKJ,UKJ4,Kent,EAFRD,2010,2007-2013,12878493,14320742,146733,4642
UK,UKJ,UKJ4,Kent,EAFRD,2011,2007-2013,16520552,16856879,34218,1083
UK,UKJ,UKJ4,Kent,EAFRD,2012,2007-2013,17369866,18495027,34218,1083
UK,UKJ,UKJ4,Kent,EAFRD,2013,2007-2013,18685585,17022769,878777,27803
UK,UKJ,UKJ4,Kent,EAFRD,2014,2007-2013,15596602,10112834,585978,18540
UK,UKJ,UKJ4,Kent,EAFRD,2015,2007-2013,2164185,1307171,87192,2759
UK,UKJ,UKJ4,Kent,ERDF,1989,1989-1993,0,28606,2780,88
UK,UKJ,UKJ4,Kent,ERDF,1990,1989-1993,68145,39607,2774,88
UK,UKJ,UKJ4,Kent,ERDF,1991,1989-1993,161,322217,31300,990
UK,UKJ,UKJ4,Kent,ERDF,1992,1989-1993,767365,539547,22141,701
UK,UKJ,UKJ4,Kent,ERDF,1993,1989-1993,224656,615204,39065,1236
UK,UKJ,UKJ4,Kent,ERDF,1994,1989-1993,1143480,719202,41691,1319
UK,UKJ,UKJ4,Kent,ERDF,1995,1989-1993,134253,90657,8149,258
UK,UKJ,UKJ4,Kent,ERDF,1996,1989-1993,10229,36497,7290,231
UK,UKJ,UKJ4,Kent,ERDF,1997,1989-1993,51032,71268,11645,368
UK,UKJ,UKJ4,Kent,ERDF,1998,1989-1993,101630,87749,6170,195
UK,UKJ,UKJ4,Kent,ERDF,2002,1989-1993,38045,0,0,0
UK,UKJ,UKJ4,Kent,ERDF,2006,1989-1993,11558,0,0,0
UK,UKJ,UKJ4,Kent,ERDF,1994,1994-1999,6058336,6222246,15733,498
UK,UKJ,UKJ4,Kent,ERDF,1995,1994-1999,393057,376166,1621,51
UK,UKJ,UKJ4,Kent,ERDF,1996,1994-1999,352552,4660341,413477,13082
