Country,CCI_code,Programme_Short_Title,programme_version,Fund-All,Fund-Sole,NUTS_(2010)_code,NUTS_title
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL411,Λέσβος (Lesvos)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL224,Λευκάδα (Lefkada)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL143,Μαγνησία (Magnisia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL255,Μεσσηνία (Messinia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL42,Νότιο Αιγαίο (Notio Aigaio)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL112,Ξάνθη (Xanthi)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL124,Πέλλα (Pella)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL25,Πελοπόννησος (Peloponnisos)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL125,Πιερία (Pieria)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL214,Πρέβεζα (Preveza)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL433,Ρεθύμνη (Rethymni)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL113,Ροδόπη (Rodopi)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL412,Σάμος (Samos)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL126,Σέρρες (Serres)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL24,Στερεά Ελλάδα (Sterea Ellada)
IT,2014IT16M2OP004,Metrolitan Cities - ERDF/ESF,1.3,ERDF+ESF,ERDF,ITF33,Napoli
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL144,Τρίκαλα (Trikala)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL244,Φθιώτιδα (Fthiotida)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL134,Φλώρινα (Florina)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL245,Φωκίδα (Fokida)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL127,Χαλκιδική (Chalkidiki)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL434,Χανιά (Chania)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ERDF,EL413,Χίος (Chios)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL3,ATTIKΗ (ATTIKI)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL11,"Aνατολική Μακεδονία, Θράκη (Anatoliki Makedonia, Thraki)"
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL30,Aττική (Attiki)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL300,Aττική (Attiki)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,ELZ,EXTRA-REGIO NUTS 1
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,ELZZ,Extra-Regio NUTS 2
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,ELZZZ,Extra-Regio NUTS 3
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL4,"NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI)"
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL231,Αιτωλοακαρνανία (Aitoloakarnania)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL251,Αργολίδα (Argolida)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL252,Αρκαδία (Arkadia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL211,Άρτα (Arta)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL232,Αχαΐα (Achaia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL241,Βοιωτία (Voiotia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL1,ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL41,Βόρειο Αιγαίο (Voreio Aigaio)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL131,Γρεβενά (Grevena)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL114,Δράμα (Drama)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL23,Δυτική Ελλάδα (Dytiki Ellada)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL13,Δυτική Μακεδονία (Dytiki Makedonia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL421,Δωδεκάνησος (Dodekanisos)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL111,Έβρος (Evros)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL,ΕΛΛΑΔΑ (ELLADA)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL242,Εύβοια (Evvoia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL243,Ευρυτανία (Evrytania)
IT,2014IT05SFOP010,Umbria  - ESF,2,ESF,ESF,ITI2,Umbria
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL221,Ζάκυνθος (Zakynthos)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL233,Ηλεία (Ileia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL121,Ημαθία (Imathia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL21,Ήπειρος (Ipeiros)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL431,Ηράκλειο (Irakleio)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL212,Θεσπρωτία (Thesprotia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL14,Θεσσαλία (Thessalia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL122,Θεσσαλονίκη (Thessaloniki)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL22,Ιόνια Νησιά (Ionia Nisia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL213,Ιωάννινα (Ioannina)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL115,Καβάλα (Kavala)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL141,Καρδίτσα (Karditsa)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL132,Καστοριά (Kastoria)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL2,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL12,Κεντρική Μακεδονία (Kentriki Makedonia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL222,Κέρκυρα (Kerkyra)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL223,Κεφαλληνία (Kefallinia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL123,Κιλκίς (Kilkis)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL133,Κοζάνη (Kozani)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL253,Κορινθία (Korinthia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL43,Κρήτη (Kriti)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL422,Κυκλάδες (Kyklades)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL254,Λακωνία (Lakonia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL142,Λάρισα (Larisa)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL432,Λασίθι (Lasithi)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL411,Λέσβος (Lesvos)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL224,Λευκάδα (Lefkada)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL143,Μαγνησία (Magnisia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL255,Μεσσηνία (Messinia)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL42,Νότιο Αιγαίο (Notio Aigaio)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL112,Ξάνθη (Xanthi)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL124,Πέλλα (Pella)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL25,Πελοπόννησος (Peloponnisos)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL125,Πιερία (Pieria)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL214,Πρέβεζα (Preveza)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL433,Ρεθύμνη (Rethymni)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL113,Ροδόπη (Rodopi)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL412,Σάμος (Samos)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL126,Σέρρες (Serres)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL24,Στερεά Ελλάδα (Sterea Ellada)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL144,Τρίκαλα (Trikala)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL244,Φθιώτιδα (Fthiotida)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL134,Φλώρινα (Florina)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL245,Φωκίδα (Fokida)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL127,Χαλκιδική (Chalkidiki)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL434,Χανιά (Chania)
GR,2014GR05M2OP001,Reform of the Public Sector - ESF/ERDF,2,ERDF+ESF,ESF,EL413,Χίος (Chios)
GR,2014GR05M9OP001,Human Resources Development Education and Lifelong Learning - ESF/YEI,2.2,ESF+YEI,ESF,EL,ΕΛΛΑΔΑ (ELLADA)
GR,2014GR05M9OP001,Human Resources Development Education and Lifelong Learning - ESF/YEI,2.2,ESF+YEI,YEI,EL,ΕΛΛΑΔΑ (ELLADA)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL3,ATTIKΗ (ATTIKI)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL11,"Aνατολική Μακεδονία, Θράκη (Anatoliki Makedonia, Thraki)"
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL30,Aττική (Attiki)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL300,Aττική (Attiki)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL4,"NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI)"
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL231,Αιτωλοακαρνανία (Aitoloakarnania)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL251,Αργολίδα (Argolida)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL252,Αρκαδία (Arkadia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL211,Άρτα (Arta)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL232,Αχαΐα (Achaia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL241,Βοιωτία (Voiotia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL1,ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL41,Βόρειο Αιγαίο (Voreio Aigaio)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL131,Γρεβενά (Grevena)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL114,Δράμα (Drama)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL23,Δυτική Ελλάδα (Dytiki Ellada)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL13,Δυτική Μακεδονία (Dytiki Makedonia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL421,Δωδεκάνησος (Dodekanisos)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL111,Έβρος (Evros)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL,ΕΛΛΑΔΑ (ELLADA)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL242,Εύβοια (Evvoia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL243,Ευρυτανία (Evrytania)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL221,Ζάκυνθος (Zakynthos)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL233,Ηλεία (Ileia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL121,Ημαθία (Imathia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL21,Ήπειρος (Ipeiros)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL431,Ηράκλειο (Irakleio)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL212,Θεσπρωτία (Thesprotia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL14,Θεσσαλία (Thessalia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL122,Θεσσαλονίκη (Thessaloniki)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL22,Ιόνια Νησιά (Ionia Nisia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL213,Ιωάννινα (Ioannina)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL115,Καβάλα (Kavala)
TC,2014TC16RFIR002,Interact,1.1,ERDF,ERDF,AT,ÖSTERREICH
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL141,Καρδίτσα (Karditsa)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL132,Καστοριά (Kastoria)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL2,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL12,Κεντρική Μακεδονία (Kentriki Makedonia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL222,Κέρκυρα (Kerkyra)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL223,Κεφαλληνία (Kefallinia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL123,Κιλκίς (Kilkis)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL133,Κοζάνη (Kozani)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL253,Κορινθία (Korinthia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL43,Κρήτη (Kriti)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL422,Κυκλάδες (Kyklades)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL254,Λακωνία (Lakonia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL142,Λάρισα (Larisa)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL432,Λασίθι (Lasithi)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL411,Λέσβος (Lesvos)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL224,Λευκάδα (Lefkada)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL143,Μαγνησία (Magnisia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL255,Μεσσηνία (Messinia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL42,Νότιο Αιγαίο (Notio Aigaio)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL112,Ξάνθη (Xanthi)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL124,Πέλλα (Pella)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL25,Πελοπόννησος (Peloponnisos)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL125,Πιερία (Pieria)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL214,Πρέβεζα (Preveza)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL433,Ρεθύμνη (Rethymni)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL113,Ροδόπη (Rodopi)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL412,Σάμος (Samos)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL126,Σέρρες (Serres)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL24,Στερεά Ελλάδα (Sterea Ellada)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL144,Τρίκαλα (Trikala)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL244,Φθιώτιδα (Fthiotida)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL134,Φλώρινα (Florina)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL245,Φωκίδα (Fokida)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL127,Χαλκιδική (Chalkidiki)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL434,Χανιά (Chania)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,CF,EL413,Χίος (Chios)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL3,ATTIKΗ (ATTIKI)
GR,2014GR16M2OP003,Thessaly - ERDF/ESF,2.2,ERDF+ESF,ERDF,EL144,Τρίκαλα (Trikala)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL11,"Aνατολική Μακεδονία, Θράκη (Anatoliki Makedonia, Thraki)"
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL30,Aττική (Attiki)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL300,Aττική (Attiki)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL4,"NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI)"
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL231,Αιτωλοακαρνανία (Aitoloakarnania)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL251,Αργολίδα (Argolida)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL252,Αρκαδία (Arkadia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL211,Άρτα (Arta)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL232,Αχαΐα (Achaia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL241,Βοιωτία (Voiotia)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL1,ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL41,Βόρειο Αιγαίο (Voreio Aigaio)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL131,Γρεβενά (Grevena)
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL114,Δράμα (Drama)
IT,2014IT16M2OP004,Metrolitan Cities - ERDF/ESF,1.3,ERDF+ESF,ERDF,ITG12,Palermo
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,4.1,ERDF+CF,ERDF,EL23,Δυτική Ελλάδα (Dytiki Ellada)
